실종나이,성별,하늘상태,강수형태,기온,가출이력,거주지 주소,발생지 주소,월,시간,발생장소
115,0,4,0,9.9,1,0,5,4,11,1
77,0,4,0,6.9,0,4,4,4,10,1
113,1,4,2,3.2,1,5,5,4,17,1
119,1,3,0,2.3,1,5,5,4,7,1
96,0,4,1,4.0,0,3,3,4,13,1
107,0,4,0,8.5,1,2,2,4,12,1
118,0,4,0,5.5,1,3,3,4,13,1
114,0,3,0,16.9,0,5,5,4,13,1
119,0,3,0,13.9,1,1,1,4,13,0
68,0,3,0,13.9,1,4,4,4,12,1
102,1,3,0,15.9,1,0,0,4,11,1
77,0,3,0,12.9,0,5,5,4,13,1
93,0,4,2,6.0,0,4,4,4,17,1
90,0,4,2,1.5,0,5,0,4,14,1
87,1,4,2,6.5,0,1,1,4,14,0
94,1,4,1,4.2,0,0,0,4,15,1
102,0,4,0,10.5,0,2,2,4,12,1
103,1,4,0,7.5,1,0,3,4,12,1
67,0,4,0,10.6,0,3,3,4,8,1
112,0,4,1,27.1,0,4,4,6,18,1
112,1,1,0,5.4,1,0,0,4,7,1
101,0,4,0,12.1,0,5,5,4,12,1
87,0,4,0,9.5,1,3,3,4,10,1
110,0,4,1,-0.4,1,2,2,4,18,1
85,0,2,0,4.0,1,4,4,4,0,1
81,0,4,1,2.7,1,2,2,4,20,1
70,1,4,0,5.1,1,1,4,4,9,1
111,1,1,0,11.5,1,3,3,4,13,1
99,0,2,0,10.9,1,5,5,4,10,1
97,0,2,0,14.9,0,4,4,4,10,1
108,0,2,0,9.9,1,4,4,4,11,0
119,1,1,0,9.5,0,4,4,4,9,1
68,1,1,0,11.5,0,5,0,4,11,1
108,0,4,0,2.1,1,2,2,4,9,1
118,1,4,0,6.1,0,3,3,4,7,1
66,0,1,0,12.4,1,4,1,4,14,1
70,0,1,0,12.4,0,3,3,4,14,1
66,1,2,0,7.0,0,0,4,4,1,1
117,1,1,0,11.5,0,5,5,4,17,1
117,1,4,2,1.0,1,0,0,4,15,1
81,1,1,0,11.7,0,4,4,4,18,1
94,1,1,0,14.6,0,3,3,4,15,1
77,0,2,0,12.9,1,0,1,4,10,1
101,0,1,0,12.4,0,1,1,4,14,1
74,0,1,0,10.0,1,2,2,4,12,1
98,1,1,0,12.5,1,2,2,4,17,0
67,1,1,0,14.5,0,0,4,4,17,1
103,0,1,0,18.5,1,3,3,4,15,1
73,0,1,0,17.7,1,2,2,4,12,1
112,1,1,0,17.5,0,5,5,4,14,1
94,0,1,0,11.5,1,4,4,4,17,1
76,0,4,0,5.1,0,2,2,4,8,1
67,1,1,0,9.6,0,5,5,4,21,1
87,0,4,1,19.299999,1,0,0,4,19,1
118,0,4,0,8.5,1,5,5,4,23,1
92,1,2,0,12.1,1,1,0,4,1,1
81,0,3,0,9.1,1,4,4,4,4,1
79,0,4,0,5.2,1,4,0,4,3,1
98,1,3,0,12.8,1,2,4,4,3,1
69,1,1,0,12.4,1,2,2,4,14,1
97,1,4,0,10.4,1,4,4,4,7,1
111,0,4,0,13.4,1,3,3,4,8,1
71,1,4,0,12.6,1,1,2,4,7,1
110,1,2,0,14.0,1,5,4,4,9,1
82,1,2,0,14.0,0,3,3,4,10,1
101,1,4,0,15.4,1,2,5,4,9,1
66,0,2,0,21.299999,0,1,4,4,11,1
76,1,4,0,19.9,0,2,2,4,11,1
106,0,4,1,18.1,1,4,1,4,22,1
100,0,2,0,21.0,0,3,3,4,9,0
111,1,4,0,19.9,1,2,2,4,12,1
65,1,4,0,22.1,1,5,3,4,15,1
82,0,4,0,21.1,0,2,3,4,16,1
90,0,4,0,22.4,1,4,4,4,17,1
78,0,4,0,23.299999,0,2,1,4,18,1
77,1,2,0,23.299999,1,2,2,4,10,1
115,1,4,0,21.700001,0,0,0,4,14,1
119,1,4,0,22.0,1,1,5,4,19,1
69,1,4,1,20.9,0,4,1,4,20,1
98,1,4,0,22.299999,0,2,2,4,16,1
116,1,4,0,20.700001,1,2,2,4,13,1
116,1,4,1,18.700001,1,5,2,4,19,1
78,1,4,0,13.8,0,4,4,4,8,1
100,1,2,0,21.299999,0,5,5,4,12,1
114,0,2,0,23.6,0,3,3,4,11,0
73,1,2,0,22.299999,1,3,3,4,12,1
98,0,4,0,13.3,0,5,5,4,8,1
109,1,4,0,23.1,1,5,2,4,18,1
65,1,4,0,16.3,1,5,5,4,9,1
96,0,4,0,23.200001,1,3,3,4,14,1
88,0,2,0,12.0,1,4,1,4,1,1
119,1,1,0,19.200001,1,4,4,4,13,1
108,0,1,0,12.0,0,5,5,4,5,0
94,0,1,0,16.0,1,4,5,4,11,1
89,1,1,0,15.9,1,4,4,4,11,1
75,1,1,0,18.9,1,4,4,4,11,1
94,1,1,0,17.7,1,0,0,4,9,1
75,0,4,0,23.9,0,5,5,4,12,1
102,1,1,0,16.9,0,5,3,4,11,1
65,0,1,0,17.6,0,5,2,4,13,1
99,1,1,0,16.1,0,2,2,4,14,1
97,1,1,0,16.1,0,2,5,4,15,1
78,1,1,0,14.7,0,5,0,4,9,1
97,0,1,0,16.7,0,3,3,4,9,1
65,1,1,0,13.8,0,2,2,4,8,1
119,1,1,0,15.4,0,5,5,4,17,1
118,0,1,0,12.9,1,5,5,4,17,1
92,0,1,0,17.3,1,1,1,4,17,1
112,0,1,0,16.4,0,2,2,4,14,1
67,0,1,0,15.2,0,5,4,4,8,1
112,0,1,0,9.5,0,3,3,4,18,1
98,1,1,0,20.1,1,1,1,4,16,1
95,0,1,0,15.1,0,0,0,4,15,1
74,0,1,0,14.4,0,5,5,4,19,1
97,1,2,0,8.9,1,4,0,4,20,1
72,0,2,0,10.9,1,1,5,4,21,0
111,0,1,0,15.200001,1,5,5,4,15,1
102,1,2,0,12.9,0,4,4,4,21,1
75,0,3,0,10.4,1,3,3,4,22,1
85,0,2,0,12.7,1,4,2,4,21,1
105,1,4,0,22.6,1,1,1,5,13,1
74,1,4,0,23.6,1,3,3,5,13,1
109,0,1,0,7.0,0,5,5,4,6,1
90,1,1,0,9.8,0,3,3,4,6,1
108,1,1,0,11.1,1,1,1,4,8,0
104,1,1,0,18.2,0,4,4,4,10,1
105,0,1,0,14.2,0,5,5,4,10,1
66,1,1,0,19.0,1,1,1,4,9,1
79,1,1,0,17.6,1,5,2,4,11,1
77,1,1,0,20.6,0,5,4,4,13,1
81,1,1,0,14.299999,0,3,2,4,10,1
82,0,1,0,20.700001,0,0,0,4,12,0
66,1,1,0,15.1,1,4,4,4,8,1
96,1,1,0,16.1,0,3,3,4,14,1
97,0,1,0,16.799999,1,1,4,4,16,1
71,1,1,0,13.3,0,2,2,4,8,1
102,0,1,0,18.4,1,0,4,4,16,1
92,0,1,0,20.4,1,2,0,4,15,1
112,1,1,0,15.799999,1,2,5,4,15,1
69,1,1,0,14.9,0,0,2,4,16,1
116,0,-1,0,22.6,1,5,5,4,9,1
99,1,-1,0,16.6,1,4,4,4,10,1
86,0,1,0,22.1,0,4,4,4,14,1
119,0,1,0,8.0,1,2,2,4,5,1
91,1,1,0,22.1,0,2,0,4,12,1
99,1,1,0,17.0,0,0,0,4,21,1
108,0,1,0,11.0,0,4,0,4,19,1
92,1,1,0,18.4,0,4,4,4,19,1
69,0,1,0,12.5,1,0,3,4,21,1
87,0,2,0,16.0,1,5,5,4,1,1
89,1,4,0,9.2,1,4,4,4,3,1
85,1,4,0,19.5,0,4,4,4,8,1
101,0,4,0,14.0,1,0,0,4,9,1
104,1,4,0,18.5,1,3,4,4,8,1
107,0,4,0,20.299999,1,3,3,4,9,1
111,1,4,0,20.1,0,5,5,4,12,1
120,0,4,0,21.0,1,5,5,4,10,1
77,0,4,0,13.1,0,4,4,4,7,1
77,1,4,0,17.6,0,1,3,4,11,1
94,1,4,0,9.1,1,0,0,4,6,1
112,0,3,0,23.700001,0,2,1,6,12,1
107,1,3,0,26.700001,0,5,1,6,10,1
105,1,3,0,28.700001,1,5,3,6,11,1
108,0,4,0,20.299999,1,0,1,4,16,1
73,0,4,0,20.0,0,4,4,4,15,1
67,0,4,0,22.4,1,5,4,4,17,1
94,1,4,0,19.1,0,5,0,4,13,1
83,1,4,0,21.4,0,4,4,4,15,1
73,0,4,0,18.299999,1,1,1,4,11,1
116,1,4,0,14.5,0,5,5,4,17,1
111,1,4,0,15.5,1,2,2,4,18,1
81,0,4,0,19.6,0,2,2,4,12,1
116,1,4,0,16.4,0,4,4,4,16,0
93,0,4,0,13.799999,0,4,4,4,18,1
67,1,4,0,19.4,1,2,2,4,17,1
104,0,4,0,15.200001,1,2,3,4,21,1
69,1,4,0,18.5,0,1,1,4,22,1
80,1,4,0,18.200001,1,2,0,4,21,1
106,0,4,1,6.8,1,0,0,4,8,1
106,1,4,1,10.1,1,0,0,4,5,1
115,1,4,1,5.8,1,1,5,4,8,1
76,0,4,1,8.8,1,1,4,4,8,1
72,0,4,1,9.8,0,2,2,4,8,1
74,1,4,1,6.4,1,5,5,4,6,1
72,0,4,1,11.0,1,4,4,4,12,1
71,0,4,1,9.9,0,0,0,4,11,1
79,1,4,0,6.8,0,1,3,4,17,0
101,0,4,0,11.3,1,0,0,4,14,1
69,0,4,0,7.2,0,0,0,4,16,1
94,0,4,1,12.8,0,5,1,4,14,1
87,1,4,1,12.9,0,5,5,4,15,0
111,1,4,0,7.9,0,4,4,4,17,1
70,0,4,0,11.9,0,0,0,4,18,1
92,1,4,0,8.7,0,4,1,4,20,1
84,0,4,1,12.6,1,2,2,4,14,1
75,1,4,1,10.9,1,4,4,4,13,1
111,1,4,0,12.3,1,4,3,4,15,1
114,0,4,0,8.8,1,3,1,4,0,1
84,1,4,0,7.7,1,2,2,4,21,1
73,1,3,0,9.3,0,5,5,4,7,1
117,0,1,0,5.0,1,4,4,4,7,1
68,1,3,0,5.3,0,3,3,4,7,1
69,0,4,0,15.4,0,4,4,4,14,1
117,1,4,0,12.9,0,3,3,4,9,1
111,0,4,0,13.9,0,4,3,4,8,0
81,0,2,0,12.2,0,1,1,4,10,1
103,1,1,0,7.1,0,1,1,4,23,1
117,1,3,0,15.5,0,5,4,4,11,1
107,0,3,0,11.5,0,2,2,4,12,1
103,1,3,0,14.5,1,0,0,4,12,1
92,0,4,0,17.3,1,5,5,4,13,1
87,0,4,0,16.3,1,3,3,4,13,1
78,1,3,0,16.5,1,0,0,4,13,1
86,1,2,0,15.3,0,4,4,4,11,1
110,1,2,0,9.3,1,0,0,4,11,1
115,1,4,0,10.4,1,4,1,4,14,1
96,0,4,0,14.9,0,2,4,4,14,1
72,1,4,0,13.6,1,2,4,4,14,1
76,0,3,0,9.2,0,1,1,4,16,1
96,1,3,0,15.2,1,1,0,4,18,1
120,0,4,0,9.0,1,1,1,4,17,1
108,1,3,0,7.6,0,2,2,4,18,1
99,1,3,0,8.9,1,4,4,4,18,1
96,0,3,0,13.7,0,1,3,4,19,1
118,0,3,0,11.9,0,5,1,4,18,1
118,1,4,0,10.4,1,3,3,4,14,1
120,1,3,0,7.9,1,1,1,4,19,1
100,0,2,0,12.4,1,4,4,4,21,1
88,1,1,0,12.0,1,4,0,4,22,1
70,0,1,0,14.2,0,5,5,4,11,1
113,1,1,0,9.2,0,0,0,4,22,1
102,1,3,0,8.0,0,1,1,4,9,0
104,1,1,0,3.9,1,1,1,4,4,1
79,1,1,0,11.1,0,0,0,4,0,0
72,1,1,0,11.1,1,2,2,4,6,1
105,1,1,0,10.0,1,2,2,4,22,1
90,1,1,0,9.1,1,3,3,4,8,1
81,1,1,0,7.9,0,0,0,4,4,0
86,1,-1,0,5.3,1,2,2,1,16,0
115,1,1,0,11.2,1,3,3,4,7,1
96,0,1,0,12.8,0,5,5,4,8,1
77,0,1,0,6.6,1,5,5,4,6,1
115,1,1,0,9.2,0,1,1,4,7,1
77,0,1,0,16.1,0,2,2,4,10,0
106,1,1,0,13.8,0,3,3,4,8,1
88,0,1,0,13.8,0,1,1,4,8,1
95,0,1,0,18.6,1,3,3,4,12,1
65,1,1,0,16.1,0,1,1,4,11,0
101,0,1,0,13.1,0,3,3,4,9,1
71,1,1,0,15.4,0,2,4,4,10,1
101,0,1,0,17.4,1,4,4,4,11,1
65,1,1,0,13.0,0,5,5,4,7,1
87,1,1,0,14.4,0,0,1,4,11,1
96,1,1,0,12.1,1,4,4,4,9,0
69,0,1,0,17.6,1,2,2,4,13,1
83,1,1,0,15.6,0,1,3,4,12,1
111,1,1,0,9.1,0,4,4,4,0,0
115,0,1,0,18.5,0,4,1,4,15,1
99,1,1,0,18.700001,1,5,4,4,14,1
74,0,1,0,17.5,0,2,2,4,17,1
76,1,1,0,13.5,0,1,3,4,18,1
117,0,1,0,16.299999,1,4,4,4,15,0
87,1,1,0,16.299999,1,2,3,4,15,1
116,0,1,0,22.299999,0,2,2,4,15,1
114,0,1,0,21.5,1,2,2,4,14,0
74,0,1,0,13.6,0,0,0,4,11,1
85,0,1,0,16.6,1,0,0,4,13,1
103,0,1,0,15.1,1,0,5,4,15,1
75,1,1,0,20.1,1,0,0,4,17,0
90,0,1,0,16.1,1,3,3,4,17,1
82,1,2,0,17.7,0,3,3,4,18,0
71,1,1,0,22.700001,0,3,3,4,14,0
82,0,1,0,16.5,1,2,2,4,20,0
77,1,1,0,22.1,0,4,4,4,17,0
80,1,2,0,17.7,0,1,4,4,19,1
82,0,1,0,9.8,1,5,2,4,20,1
67,1,1,0,18.4,1,0,0,4,15,1
69,0,1,0,8.8,0,4,4,4,20,1
72,0,1,0,16.5,0,3,3,4,18,1
83,1,1,0,5.9,1,0,0,4,4,1
116,0,1,0,19.700001,1,2,2,4,10,0
81,1,1,0,10.1,1,1,2,4,7,1
110,0,1,0,16.2,1,0,0,4,19,1
115,1,4,0,8.8,1,4,4,4,0,1
110,0,1,0,10.9,0,5,5,4,6,1
111,1,1,0,15.4,0,2,2,4,16,1
65,0,1,0,17.9,1,3,3,4,10,1
96,0,1,0,21.700001,0,3,3,4,13,0
65,0,1,0,20.700001,1,1,1,4,13,1
84,0,1,0,21.700001,1,5,0,4,13,1
84,1,1,0,16.1,0,0,0,4,16,1
116,0,1,0,15.9,0,0,0,4,10,1
103,0,1,0,18.0,1,3,4,4,15,1
69,0,1,0,13.700001,1,2,2,4,9,1
87,0,1,0,22.700001,1,2,4,4,12,1
69,0,1,0,21.6,1,2,5,4,13,1
116,0,1,0,20.200001,0,0,3,4,15,1
98,1,1,0,22.200001,0,1,1,4,16,1
90,0,1,0,14.299999,1,1,2,4,18,1
107,0,1,0,22.700001,1,2,2,4,13,1
87,1,1,0,20.0,0,4,1,4,17,1
105,0,1,0,17.700001,1,3,3,4,12,1
103,1,1,0,19.299999,1,0,0,4,18,0
120,1,1,0,15.299999,1,4,4,4,17,1
82,1,1,0,13.299999,0,5,0,4,16,1
76,0,1,0,18.4,0,1,2,4,10,1
116,1,1,0,8.0,0,0,0,4,4,1
116,1,1,0,18.5,0,5,5,4,18,1
106,0,1,0,18.299999,1,5,5,4,17,1
101,1,1,0,10.2,0,5,0,4,19,1
106,0,1,0,12.9,1,3,4,4,20,1
105,0,1,0,14.2,0,1,1,4,20,0
111,1,1,0,12.7,1,2,2,4,7,1
71,0,1,0,11.5,1,5,5,4,7,1
88,0,1,0,9.8,0,5,5,4,7,1
98,1,1,0,10.1,1,4,4,4,8,1
69,1,4,0,0.2,1,1,1,3,18,1
80,1,1,0,12.0,0,3,3,4,10,1
112,0,1,0,12.0,1,4,4,4,9,1
72,0,1,0,17.9,1,4,4,4,9,1
105,0,1,0,14.7,0,4,4,4,6,1
110,0,1,0,14.1,0,1,1,4,15,1
77,1,1,0,16.1,1,3,3,4,10,1
82,1,1,0,15.700001,1,4,4,4,12,1
114,0,1,0,17.700001,1,1,1,4,12,1
115,0,1,0,12.2,0,5,5,4,8,1
85,1,1,0,15.299999,1,2,2,4,13,1
113,1,1,0,16.2,1,4,4,4,8,1
73,0,1,0,14.799999,0,1,1,4,14,1
114,1,1,0,20.700001,1,4,4,4,14,1
107,0,1,0,15.299999,0,5,5,4,13,1
96,1,1,0,15.799999,0,4,4,4,15,1
98,1,1,0,12.6,1,4,4,4,10,1
85,0,2,0,22.299999,0,0,0,4,14,1
111,0,1,0,13.9,0,5,5,4,10,1
86,0,1,0,17.799999,0,2,4,4,15,1
81,1,1,0,16.5,0,0,5,4,18,1
72,0,1,0,17.5,1,2,2,4,17,0
113,0,1,0,15.4,0,1,1,4,21,1
96,0,1,0,19.200001,1,1,5,4,13,1
90,0,1,0,20.5,1,1,1,4,18,1
116,1,1,0,15.5,1,3,4,4,16,1
76,1,1,0,9.5,1,4,4,4,20,1
106,0,1,0,15.5,0,3,3,4,17,1
73,0,1,0,14.5,0,3,3,4,18,1
88,0,1,0,17.1,0,5,5,4,19,1
79,0,1,0,14.2,1,2,0,4,8,1
77,0,1,0,13.0,1,5,5,4,20,1
102,0,1,0,9.0,1,0,0,4,22,1
99,1,1,0,15.2,1,5,5,4,0,1
82,0,4,0,11.8,1,3,0,4,0,1
75,0,1,0,9.5,0,5,5,4,5,1
70,1,1,0,13.9,1,0,0,4,6,1
68,1,4,0,8.8,1,5,4,4,1,0
81,1,1,0,15.2,1,0,0,4,8,1
107,0,1,0,12.8,1,2,2,4,19,1
86,1,1,0,12.5,0,5,5,4,6,1
76,1,1,0,6.5,1,5,5,4,5,1
75,1,4,0,12.4,0,3,1,4,0,1
104,1,1,0,15.200001,1,5,5,4,10,0
74,0,1,0,18.200001,0,2,2,4,10,1
93,0,1,0,14.200001,0,2,3,4,10,1
94,1,1,0,14.700001,1,3,3,4,10,1
69,0,1,0,19.7,0,5,5,4,10,1
76,1,1,0,5.6,0,1,1,4,5,1
110,0,1,0,17.6,1,5,5,4,16,0
74,0,1,0,19.6,1,1,1,4,17,1
97,1,1,0,19.200001,1,5,5,4,15,1
119,0,1,0,18.1,0,2,2,4,14,1
80,0,1,0,17.200001,0,3,3,4,11,1
83,1,1,0,24.200001,1,0,4,4,16,1
91,0,1,0,18.200001,0,4,4,4,15,0
65,1,1,0,18.200001,1,5,5,4,16,1
114,1,1,0,20.200001,1,5,0,4,12,1
78,1,1,0,19.1,1,4,4,4,16,1
75,1,1,0,22.200001,0,3,5,4,18,1
83,1,1,0,22.0,0,3,2,4,15,1
118,0,1,0,16.1,0,1,1,4,8,1
81,0,1,0,16.200001,0,0,0,4,16,1
75,1,1,0,17.4,0,5,2,4,16,1
101,0,1,0,15.4,0,2,2,4,18,0
112,0,1,0,15.6,1,5,5,4,8,1
91,0,1,0,17.6,1,3,1,4,16,1
68,1,1,0,21.200001,1,5,5,4,15,1
111,1,1,0,28.0,0,2,3,4,18,1
72,0,1,0,21.0,1,0,5,4,18,1
85,0,1,0,15.200001,1,3,3,4,13,1
119,1,1,0,17.7,0,3,3,4,6,1
82,1,1,0,12.7,0,1,1,4,6,0
95,1,1,0,12.7,0,1,1,4,7,1
84,0,1,0,9.3,1,1,1,4,5,1
94,0,1,0,12.0,0,3,2,4,4,1
75,0,1,0,15.6,1,1,1,4,21,1
75,1,1,0,20.799999,0,3,3,4,8,0
95,1,1,0,13.4,0,2,5,4,3,0
65,1,1,0,23.5,0,5,2,4,9,1
108,0,1,0,25.700001,1,1,0,4,10,1
72,0,1,0,28.1,1,0,5,4,13,1
110,1,1,0,21.9,0,2,4,4,9,0
96,0,1,0,26.799999,0,3,0,4,13,1
89,1,1,0,26.0,0,0,2,4,13,1
117,0,1,0,16.799999,0,0,0,4,9,0
103,1,1,0,16.799999,0,1,1,4,7,1
79,0,1,0,24.299999,1,5,1,4,14,1
106,0,1,0,19.9,0,3,3,4,11,1
100,1,1,0,16.7,1,1,0,4,6,1
96,0,2,0,25.700001,1,5,5,7,7,0
104,1,1,0,29.0,0,4,4,4,12,1
111,0,1,0,23.6,1,3,3,4,10,1
81,1,1,0,28.299999,0,0,1,4,15,1
108,1,1,0,26.299999,1,4,3,4,14,1
86,0,1,0,20.1,1,5,5,4,9,1
107,1,1,0,29.200001,1,2,2,4,17,1
117,0,1,0,25.700001,1,0,0,4,18,1
108,1,1,0,28.299999,0,0,0,4,15,1
66,1,1,0,24.700001,0,2,2,4,18,1
95,0,1,0,24.700001,1,1,5,4,17,1
89,0,1,0,11.8,0,1,1,4,5,1
70,0,1,0,23.9,0,4,4,4,16,0
107,1,1,0,21.5,1,4,4,4,18,0
97,1,1,0,29.299999,0,0,0,4,15,0
71,0,1,0,25.9,0,2,2,4,17,1
74,1,1,0,11.6,1,0,1,4,6,1
81,1,1,0,22.6,0,2,2,5,14,1
100,0,1,0,19.1,1,0,2,4,6,1
77,1,1,0,18.6,0,4,3,4,20,1
65,0,1,0,18.6,1,1,1,4,20,1
71,1,1,0,16.200001,0,2,2,4,8,0
71,0,1,0,23.200001,1,3,0,4,11,1
74,0,1,0,21.799999,0,1,1,4,9,1
94,0,1,0,20.799999,1,3,5,4,9,1
104,1,1,0,22.200001,0,4,4,4,10,1
90,0,1,0,24.200001,1,4,4,4,8,1
117,1,1,0,22.1,0,0,0,4,12,1
103,0,1,0,28.799999,0,3,3,4,12,0
103,0,1,0,15.6,1,2,2,4,5,1
84,0,1,0,27.9,1,4,4,4,10,1
66,1,1,0,28.1,0,4,0,4,14,1
65,0,1,0,28.1,0,5,5,4,13,1
66,0,1,0,23.1,0,0,0,4,13,0
89,1,1,0,28.1,1,5,5,4,14,1
96,0,1,0,24.799999,0,3,3,4,14,1
84,0,1,0,27.799999,0,5,5,4,14,1
82,0,1,0,26.799999,1,1,1,4,13,1
65,1,1,0,28.799999,0,3,3,4,15,1
71,1,1,0,27.799999,1,0,0,4,13,1
89,1,1,0,18.4,0,3,3,4,17,1
93,1,1,0,20.4,1,2,2,4,17,1
69,1,1,0,26.799999,1,3,3,4,10,1
90,1,1,0,23.799999,0,2,2,4,11,1
111,0,1,0,21.4,0,3,3,4,16,1
102,0,1,0,20.4,1,1,1,4,18,1
78,1,1,0,24.1,1,0,0,4,16,1
102,0,2,0,22.700001,1,3,3,4,19,1
99,1,1,0,24.5,1,3,3,4,15,1
113,1,1,0,24.4,0,5,4,4,17,1
77,0,1,0,18.4,1,0,0,4,18,1
67,1,1,0,17.200001,0,3,5,4,7,1
72,0,1,0,15.6,0,0,3,4,5,1
97,1,1,0,14.6,1,4,4,4,5,1
120,0,1,0,21.1,0,5,0,4,19,1
71,0,1,0,23.5,0,1,4,4,15,1
109,1,1,0,21.6,1,1,1,4,18,1
102,0,1,0,24.799999,1,5,2,4,8,1
72,0,1,0,25.299999,1,2,2,4,13,1
105,1,1,0,26.9,0,0,0,4,12,0
118,1,1,0,26.1,1,5,5,4,17,0
119,1,3,0,15.799999,0,0,5,4,22,1
100,1,4,0,15.799999,0,5,4,4,22,1
71,0,1,0,25.6,0,2,2,4,16,1
120,1,1,0,17.5,0,1,2,4,19,1
87,0,4,0,15.0,0,4,4,4,5,1
79,1,4,0,17.0,1,4,3,4,4,1
85,1,4,1,14.3,1,2,0,4,0,1
79,0,4,0,17.5,1,0,0,4,7,1
94,1,1,0,21.4,0,3,3,4,19,1
86,1,4,1,15.4,1,5,4,4,9,1
89,1,4,1,14.4,0,0,4,4,8,1
85,0,4,1,15.4,0,5,5,4,9,1
114,1,4,1,15.4,1,0,0,4,8,1
118,0,4,1,20.5,0,1,1,4,11,1
74,0,4,1,23.5,1,5,5,4,12,1
113,1,4,0,18.799999,1,4,4,4,9,1
75,0,4,0,16.799999,1,5,5,4,10,1
88,0,4,0,25.0,1,2,3,4,11,1
71,0,4,0,18.0,1,0,0,4,11,1
99,1,4,1,20.200001,0,0,0,4,10,1
68,0,4,1,23.200001,1,0,0,4,10,1
117,0,4,0,17.799999,0,5,5,4,10,1
97,1,4,0,20.1,0,1,3,4,12,1
76,0,4,1,19.200001,0,3,3,4,8,0
115,0,4,1,14.200001,0,5,2,4,8,1
89,0,4,0,18.1,1,2,4,4,13,1
114,0,4,0,18.1,1,5,5,4,12,1
88,1,4,1,21.9,0,0,0,4,16,1
94,0,4,1,15.9,1,0,0,4,15,1
109,0,4,1,17.9,0,4,0,4,14,1
81,0,4,1,20.9,0,1,1,4,14,1
84,1,4,0,18.5,0,1,1,4,10,1
110,1,4,1,17.9,1,0,4,4,15,1
99,1,4,1,17.9,1,5,4,4,16,1
88,1,4,1,19.9,1,3,3,4,16,1
101,1,4,0,20.0,0,5,5,4,13,0
73,1,4,0,20.0,0,4,4,4,12,0
72,0,4,0,22.5,0,2,3,4,11,1
118,0,1,0,19.6,0,2,2,4,12,1
106,1,4,1,16.299999,0,0,0,4,15,1
96,0,4,1,16.299999,0,2,0,4,14,1
108,1,4,1,18.0,1,1,0,4,18,1
114,1,4,1,15.9,1,2,2,4,14,1
115,1,4,1,14.1,0,5,3,4,18,1
108,1,4,1,14.5,0,0,0,4,21,1
82,1,1,0,22.4,1,3,3,4,19,1
76,1,4,1,13.1,1,0,2,4,16,1
71,0,4,1,22.299999,0,3,3,4,15,1
102,0,4,1,5.2,1,5,5,4,3,1
77,0,4,1,8.4,1,4,5,4,18,1
76,1,4,1,7.9,1,1,1,4,7,1
101,1,4,1,8.6,0,5,5,4,0,1
117,1,4,1,6.7,0,1,1,4,4,1
79,1,4,1,11.3,1,5,5,4,1,1
104,1,4,1,9.3,0,4,4,4,11,1
87,1,4,1,12.2,0,0,0,4,7,1
66,0,4,1,11.1,1,3,3,4,10,1
65,1,4,1,9.2,0,2,2,4,8,0
65,1,4,1,9.2,1,1,1,4,10,0
74,0,4,1,12.3,1,2,5,4,11,1
115,1,1,0,20.9,1,3,4,4,19,1
101,0,4,1,12.4,1,2,1,4,11,1
116,0,4,1,10.5,1,2,3,4,12,1
112,1,4,1,13.6,0,2,2,4,12,1
69,0,4,1,14.6,0,0,4,4,11,1
82,1,4,1,13.7,1,4,3,4,14,1
111,0,3,0,15.8,0,0,0,4,1,1
86,0,4,1,9.5,0,0,0,4,11,1
105,0,4,1,10.5,0,0,0,4,10,1
82,1,4,1,6.5,0,0,2,4,17,1
115,0,4,1,10.5,0,3,3,4,16,1
69,0,4,1,10.5,1,4,4,4,19,1
83,0,4,1,11.6,0,2,3,4,17,1
85,1,4,1,7.6,0,0,5,4,16,1
119,1,4,1,13.6,1,2,2,4,16,0
96,1,4,1,9.6,0,4,4,4,16,1
112,1,2,0,10.6,1,4,4,4,0,1
89,0,3,0,10.8,1,4,4,4,5,0
113,0,4,1,9.6,0,1,1,4,16,1
78,1,3,0,14.9,1,4,4,4,6,1
108,0,4,1,7.1,1,2,2,4,18,0
118,0,3,0,15.7,0,3,3,4,10,1
117,0,3,0,17.0,1,1,1,4,10,1
79,0,3,0,16.7,0,1,1,4,11,1
107,0,4,0,17.2,0,5,1,4,12,1
72,0,4,0,16.2,0,3,3,4,11,1
73,0,4,0,18.2,0,1,1,4,12,1
70,1,4,0,18.4,0,3,3,4,13,1
72,0,4,0,14.2,0,4,4,4,12,1
80,1,4,0,19.5,1,0,0,4,13,1
75,0,4,0,13.6,0,1,1,4,17,1
118,1,2,0,10.9,0,1,3,4,9,1
68,0,3,0,14.1,1,0,0,4,8,1
82,1,4,0,11.9,1,2,0,4,14,1
78,0,4,0,15.9,0,4,5,4,15,1
119,1,4,0,11.5,0,1,5,4,17,1
91,1,4,0,7.8,1,1,1,4,20,1
81,0,4,0,13.2,0,4,2,4,15,1
120,0,4,0,13.8,1,1,1,4,20,1
82,0,4,0,15.7,1,5,5,4,20,1
103,0,4,0,8.7,0,1,1,4,21,1
114,0,1,0,14.6,0,4,3,4,9,1
102,1,4,0,11.2,1,4,4,4,16,1
92,0,2,0,12.6,0,1,1,4,23,1
95,1,3,0,9.0,0,4,4,4,22,0
73,0,1,0,8.4,1,4,3,4,4,0
79,1,1,0,14.2,1,5,5,4,8,1
102,1,1,0,11.3,0,2,2,4,6,1
81,1,1,0,17.1,0,3,3,4,8,1
